,Scarlet & Violet,Dedenne,095/198,Normal,Common,1,25,
,Scarlet & Violet,Klefki,096/198,Normal Holo,Rare,4,40,
,Scarlet & Violet,Fidough,097/198,Normal,Common,3,25,
,Scarlet & Violet,Dachsbun,099/198,Normal,Uncommon,2,30,
,Scarlet & Violet,Flittle,100/198,Normal,Common,5,25,
,Scarlet & Violet,Flittle,102/198,Normal,Common,3,25,
,Scarlet & Violet,Espathra,103/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Greavard,104/198,Normal,Common,1,25,
,Scarlet & Violet,Greavard,105/198,Normal,Common,1,25,
,Scarlet & Violet,Houndstone,106/198,Normal Holo,Rare,2,40,
,Scarlet & Violet,Mankey,107/198,Normal,Common,7,25,
,Scarlet & Violet,Primeape,108/198,Normal,Common,2,25,
,Scarlet & Violet,Annihilape,109/198,Normal Holo,Rare,3,40,
,Scarlet & Violet,Meditite,110/198,Normal,Common,3,25,
,Scarlet & Violet,Meditite,110/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Medicham,111/198,Normal,Uncommon,3,25,
,Scarlet & Violet,Riolu,112/198,Normal,Common,2,25,
,Scarlet & Violet,Riolu,113/198,Normal,Common,2,25,
,Scarlet & Violet,Lucario,114/198,Normal,Uncommon,3,30,
,Scarlet & Violet,Sandile,115/198,Normal,Common,3,25,
,Scarlet & Violet,Krookodile,117/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Hawlucha,118/198,Normal Holo,Rare,2,40,
,Scarlet & Violet,Silicobra,119/198,Normal,Common,1,25,
,Scarlet & Violet,Silicobra,119/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Sandaconda,120/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Stonjourner,121/198,Normal,Uncommon,5,30,
,Scarlet & Violet,Koraidon,124/198,Normal Holo,Rare,2,40,
,Scarlet & Violet,Grimer,126/198,Normal,Common,1,25,
,Scarlet & Violet,Muk,127/198,Normal,Uncommon,4,25,
,Scarlet & Violet,Seviper,128/198,Normal,Common,1,25,
,Scarlet & Violet,Spiritomb,129/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Croagunk,130/198,Reverse Holo,Common,1,25,
,Scarlet & Violet,Toxicroak ex,131/198,Normal Holo,Double Rare,3,,Добавлена карта
,Scarlet & Violet,Pawniard,132/198,Normal,Common,3,25,
,Scarlet & Violet,Bisharp,133/198,Normal,Common,3,25,
,Scarlet & Violet,Bisharp,133/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Kingambit,134/198,Normal Holo,Rare,5,40,
,Scarlet & Violet,Maschiff,135/198,Normal,Common,1,25,
,Scarlet & Violet,Maschiff,135/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Maschiff,136/198,Normal,Common,1,30,
,Scarlet & Violet,Mabosstiff,137/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Bombirdier,138/198,Normal,Uncommon,4,25,
,Scarlet & Violet,Bombirdier,138/198,Reverse Holo,Uncommon,1,50,
,Scarlet & Violet,Forretress,139/198,Normal,Uncommon,4,25,
,Scarlet & Violet,Varoom,140/198,Normal,Common,4,25,
,Scarlet & Violet,Varoom,141/198,Normal,Common,4,25,
,Scarlet & Violet,Varoom,141/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Revavroom,142/198,Normal Holo,Rare,7,40,
,Scarlet & Violet,Iron Treads ex,143/198,Normal Holo,Double Rare,1,,Добавлена карта
,Scarlet & Violet,Chansey,144/198,Normal,Common,1,30,
,Scarlet & Violet,Blissey,145/198,Normal,Uncommon,1,25,
,Scarlet & Violet,Zangoose,146/198,Normal,Common,1,25,
,Scarlet & Violet,Zangoose,146/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Zangoose,147/198,Normal,Uncommon,5,25,
,Scarlet & Violet,Starly,148/198,Normal,Common,4,25,
,Scarlet & Violet,Staravia,149/198,Normal,Common,4,25,
,Scarlet & Violet,Staraptor,150/198,Normal,Uncommon,5,25,
,Scarlet & Violet,Skwovet,151/198,Reverse Holo,Common,2,50,
,Scarlet & Violet,Skwovet,151/198,Normal,Common,1,25,
,Scarlet & Violet,Greedent,152/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Indeedee,153/198,Normal Holo,Rare,3,40,
,Scarlet & Violet,Lechonk,155/198,Normal,Common,2,25,
,Scarlet & Violet,Lechonk,156/198,Normal,Common,2,25,
,Scarlet & Violet,Oinkologne,157/198,Normal,Uncommon,6,25,
,Scarlet & Violet,Tandemaus,159/198,Normal,Common,2,30,
,Scarlet & Violet,Tandemaus,160/198,Normal,Common,2,30,
,Scarlet & Violet,Maushold,161/198,Normal,Uncommon,5,30,
,Scarlet & Violet,Squawkabilly,162/198,Normal,Common,3,25,
,Scarlet & Violet,Cyclizar,163/198,Normal,Uncommon,6,25,
,Scarlet & Violet,Cyclizar,164/198,Normal Holo,Rare,3,40,
,Scarlet & Violet,Flamigo,165/198,Normal,Uncommon,4,25,
,Scarlet & Violet,Arven,166/198,Normal,Uncommon,1,150,
,Scarlet & Violet,Beach Court,167/198,Normal,Uncommon,1,25,
,Scarlet & Violet,Crushing Hammer,168/198,Normal,Common,2,25,
,Scarlet & Violet,Defiance Band,169/198,Normal,Uncommon,2,30,
,Scarlet & Violet,Electric Generator,170/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Energy Retrieval,171/198,Normal,Common,5,30,
,Scarlet & Violet,Energy Search,172/198,Reverse Holo,Common,2,50,
,Scarlet & Violet,Energy Switch,173/198,Reverse Holo,Common,1,75,
,Scarlet & Violet,Exp. Share,174/198,Normal,Uncommon,1,35,
,Scarlet & Violet,Jacq,175/198,Normal,Uncommon,6,30,
,Scarlet & Violet,Katy,177/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Mesagoza,178/198,Normal,Uncommon,4,25,
,Scarlet & Violet,Miriam,179/198,Normal,Uncommon,1,25,
,Scarlet & Violet,Nemona,180/198,Normal,Common,25,15,
,Scarlet & Violet,Nest Ball,181/198,Normal,Uncommon,0,15,Стало 0 карт
,Scarlet & Violet,Penny,183/198,Normal,Uncommon,3,30,
,Scarlet & Violet,Picnic Basket,184/198,Normal,Uncommon,1,25,
,Scarlet & Violet,Poké Ball,185/198,Normal,Common,1,25,
,Scarlet & Violet,Poké Ball,185/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Pokégear 3.0,186/198,Normal,Common,0,140,Стало 0 карт
,Scarlet & Violet,Potion,188/198,Normal,Common,9,25,
,Scarlet & Violet,Potion,188/198,Reverse Holo,Common,1,50,
,Scarlet & Violet,Professor's Research,189/198,Normal Holo,Rare,1,40,
,Scarlet & Violet,Professor's Research,190/198,Normal Holo,Rare,1,40,
,Scarlet & Violet,Rare Candy,191/198,Reverse Holo,Common,2,50,
,Scarlet & Violet,Rare Candy,191/198,Normal,Common,2,30,
,Scarlet & Violet,Rock Chestplate,192/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Rocky Helmet,193/198,Normal,Uncommon,2,25,
,Scarlet & Violet,Rocky Helmet,193/198,Reverse Holo,Uncommon,1,50,
,Scarlet & Violet,Switch,194/198,Normal,Common,9,30,
,Scarlet & Violet,Team Star Grunt,195/198,Normal,Uncommon,5,25,
,Scarlet & Violet,Ultra Ball,196/198,Normal,Uncommon,5,30,
,Scarlet & Violet,Vitality Band,197/198,Normal,Uncommon,3,25,
,Scarlet & Violet,Youngster,198/198,Normal,Uncommon,21,25,
,Scarlet & Violet,Youngster,198/198,Reverse Holo,Uncommon,1,50,
